Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year,BR ID
Doron Lamb,"Nov 2, '12, MIL @ BOS",21,1,47,577,60,163,14,37,20,34,8,46,32,13,0,26,52,154,0.368,0.378,0.588,12.3,3.3,1.0,0.7,2013,lambdo01
Jeremy Lamb,"Nov 2, '12, OKC vs. POR",20,1,23,147,24,68,9,30,14,14,5,18,5,2,2,6,13,71,0.353,0.3,1.0,6.4,3.1,0.8,0.2,2013,lambje01
Meyers Leonard,"Oct 31, '12, POR vs. LAL",20,1,69,1206,151,277,3,7,72,89,80,255,33,11,38,49,168,377,0.545,0.429,0.809,17.5,5.5,3.7,0.5,2013,leoname01
Damian Lillard,"Oct 31, '12, POR vs. LAL",22,1,82,3167,553,1288,185,503,271,321,42,257,531,74,19,243,172,1562,0.429,0.368,0.844,38.6,19.0,3.1,6.5,2013,lillada01
Scott Machado,"Nov 28, '12, HOU @ OKC",22,1,6,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8,0.5,0.0,1.0,3.5,1.3,0.2,1.0,2013,machasc01
Kendall Marshall,"Nov 4, '12, PHO @ ORL",21,1,48,702,56,151,23,73,8,14,4,42,143,22,4,57,48,143,0.371,0.315,0.571,14.6,3.0,0.9,3.0,2013,marshke01
Fab Melo,"Feb 1, '13, BOS vs. ORL",22,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,0.5,,0.25,6.0,1.2,0.5,0.0,2013,melofa01
Khris Middleton,"Nov 10, '12, DET @ HOU",21,1,27,475,62,141,14,45,27,32,4,50,28,15,4,11,53,165,0.44,0.311,0.844,17.6,6.1,1.9,1.0,2013,middlkh01
Darius Miller,"Oct 31, '12, NOH vs. SAS",22,1,52,694,44,108,22,56,8,8,8,78,44,17,12,23,89,118,0.407,0.393,1.0,13.3,2.3,1.5,0.8,2013,milleda01
Quincy Miller,"Dec 16, '12, DEN @ SAC",20,1,7,26,4,12,0,1,1,2,1,2,3,1,0,1,3,9,0.333,0.0,0.5,3.7,1.3,0.3,0.4,2013,millequ01
Donatas Motiejūnas,"Nov 10, '12, HOU vs. DET",22,1,44,538,97,213,24,83,32,51,36,93,31,7,10,37,73,250,0.455,0.289,0.627,12.2,5.7,2.1,0.7,2013,motiedo01
Arnett Moultrie,"Nov 5, '12, PHI vs. NYK",22,1,47,542,78,134,0,0,18,28,76,145,10,17,10,19,43,174,0.582,,0.643,11.5,3.7,3.1,0.2,2013,moultar01
Kevin Murphy,"Oct 31, '12, UTA vs. DAL",22,1,17,52,7,28,1,5,0,0,0,4,2,1,0,3,4,15,0.25,0.2,,3.1,0.9,0.2,0.1,2013,murphke01
Andrew Nicholson,"Nov 2, '12, ORL vs. DEN",23,1,75,1249,256,486,0,0,75,94,69,258,44,24,32,79,133,587,0.527,,0.798,16.7,7.8,3.4,0.6,2013,nichoan01
Kyle O'Quinn,"Nov 2, '12, ORL vs. DEN",22,1,57,638,101,197,0,1,30,45,65,209,52,11,26,37,107,232,0.513,0.0,0.667,11.2,4.1,3.7,0.9,2013,oquinky01
Tim Ohlbrecht,"Mar 3, '13, HOU vs. DAL",24,1,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,0.333,,1.0,4.0,1.0,0.3,0.3,2013,ohlbrti01
Miles Plumlee,"Nov 5, '12, IND @ SAS",24,1,14,55,5,21,0,0,3,4,12,22,2,0,3,3,5,13,0.238,,0.75,3.9,0.9,1.6,0.1,2013,plumlmi01
Pablo Prigioni,"Nov 2, '12, NYK vs. MIA",35,1,78,1263,100,220,53,134,22,25,41,143,236,69,2,86,127,275,0.455,0.396,0.88,16.2,3.5,1.8,3.0,2013,prigipa01
Austin Rivers,"Oct 31, '12, NOH vs. SAS",20,1,61,1418,145,390,28,86,59,108,16,109,127,26,9,74,122,377,0.372,0.326,0.546,23.2,6.2,1.8,2.1,2013,riverau01
Brian Roberts,"Oct 31, '12, NOH vs. SAS",27,1,78,1324,213,511,59,153,70,77,17,97,219,37,3,71,108,555,0.417,0.386,0.909,17.0,7.1,1.2,2.8,2013,roberbr01
Thomas Robinson,"Oct 31, '12, SAC @ CHI",21,1,70,1056,138,321,0,1,57,109,122,315,46,41,26,88,124,333,0.43,0.0,0.523,15.1,4.8,4.5,0.7,2013,robinth01
Terrence Ross,"Oct 31, '12, TOR vs. IND",21,1,73,1239,186,457,65,196,30,42,35,144,53,43,14,48,122,467,0.407,0.332,0.714,17.0,6.4,2.0,0.7,2013,rosste01
Robert Sacre,"Oct 31, '12, LAL @ POR",23,1,32,203,18,48,0,0,7,11,9,34,6,0,10,10,38,43,0.375,,0.636,6.3,1.3,1.1,0.2,2013,sacrero01
Mike Scott,"Nov 11, '12, ATL @ LAC",24,1,40,376,70,147,0,1,43,56,39,110,12,4,2,21,32,183,0.476,0.0,0.768,9.4,4.6,2.8,0.3,2013,scottmi01
Tornike Shengelia,"Nov 7, '12, BRK @ MIA",21,1,19,93,10,23,1,2,9,16,9,23,3,3,1,11,11,30,0.435,0.5,0.563,4.9,1.6,1.2,0.2,2013,shengto01
Alexey Shved,"Nov 2, '12, MIN vs. SAC",24,1,77,1840,236,635,85,288,108,150,41,175,286,54,27,147,117,665,0.372,0.295,0.72,23.9,8.6,2.3,3.7,2013,shvedal01
Henry Sims,"Mar 4, '13, NOH vs. ORL",22,1,2,5,2,3,0,0,0,0,2,2,0,0,0,1,1,4,0.667,,,2.5,2.0,1.0,0.0,2013,simshe01
Kyle Singler,"Oct 31, '12, DET vs. HOU",24,1,82,2293,275,642,70,200,100,124,109,330,77,57,37,98,217,720,0.428,0.35,0.806,28.0,8.8,4.0,0.9,2013,singlky01
Jared Sullinger,"Oct 30, '12, BOS @ MIA",20,1,45,892,111,225,1,5,47,63,92,264,35,22,22,29,154,270,0.493,0.2,0.746,19.8,6.0,5.9,0.8,2013,sullija01
Jeff Taylor,"Nov 3, '12, CHA @ DAL",23,1,77,1507,172,399,53,154,75,103,51,150,63,47,15,48,136,472,0.431,0.344,0.728,19.6,6.1,1.9,0.8,2013,tayloje03
Tyshawn Taylor,"Nov 5, '12, BRK vs. MIN",22,1,38,221,32,87,6,13,15,27,2,18,21,13,0,25,25,85,0.368,0.462,0.556,5.8,2.2,0.5,0.6,2013,tayloty01
Marquis Teague,"Nov 2, '12, CHI @ CLE",19,1,48,392,43,113,4,23,9,16,3,44,63,9,7,35,47,99,0.381,0.174,0.563,8.2,2.1,0.9,1.3,2013,teaguma01
Mirza Teletović,"Nov 5, '12, BRK vs. MIN",27,1,53,499,71,185,37,108,9,11,33,95,23,13,8,20,53,188,0.384,0.343,0.818,9.4,3.5,1.8,0.4,2013,teletmi01
Jonas Valančiūnas,"Oct 31, '12, TOR vs. IND",20,1,62,1482,204,366,0,0,146,185,121,372,45,17,78,94,188,554,0.557,,0.789,23.9,8.9,6.0,0.7,2013,valanjo01
Jarvis Varnado,"Dec 25, '12, BOS @ BRK",24,1,13,58,3,7,0,0,2,4,2,9,3,1,2,6,10,8,0.429,,0.5,4.5,0.6,0.7,0.2,2013,varnaja01
Dion Waiters,"Oct 30, '12, CLE vs. WAS",21,1,61,1756,336,815,63,203,159,213,22,149,183,59,16,121,113,894,0.412,0.31,0.746,28.8,14.7,2.4,3.0,2013,waitedi01
Maalik Wayns,"Oct 31, '12, PHI vs. DEN",21,1,27,202,26,88,7,31,17,19,1,7,27,6,0,15,26,76,0.295,0.226,0.895,7.5,2.8,0.3,1.0,2013,waynsma01
Chris Wright,"Mar 15, '13, DAL vs. CLE",23,1,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0.5,,,1.3,0.7,0.0,0.0,2013,wrighch02
Tony Wroten,"Nov 7, '12, MEM @ MIL",19,1,35,272,33,86,4,16,21,29,13,28,43,8,4,29,34,91,0.384,0.25,0.724,7.8,2.6,0.8,1.2,2013,wroteto01
Luke Zeller,"Nov 4, '12, PHO @ ORL",25,1,16,58,9,26,1,5,0,0,1,10,3,0,0,0,5,19,0.346,0.2,,3.6,1.2,0.6,0.2,2013,zellelu01
Tyler Zeller,"Oct 30, '12, CLE vs. WAS",23,1,77,2033,245,559,0,4,120,157,159,438,96,35,70,95,251,610,0.438,0.0,0.764,26.4,7.9,5.7,1.2,2013,zellety01
Steven Adams,"Oct 30, '13, OKC @ UTA",20,1,81,1197,93,185,0,0,79,136,142,332,43,40,57,71,203,265,0.503,,0.581,14.8,3.3,4.1,0.5,2014,adamsst01
Giannis Antetokounmpo,"Oct 30, '13, MIL @ NYK",19,1,77,1897,173,418,41,118,138,202,78,339,150,60,61,122,173,525,0.414,0.347,0.683,24.6,6.8,4.4,1.9,2014,antetgi01
Pero Antić,"Oct 30, '13, ATL @ DAL",31,1,50,925,123,294,56,171,50,66,57,209,58,19,12,55,126,352,0.418,0.327,0.758,18.5,7.0,4.2,1.2,2014,anticpe01
Chris Babb,"Mar 1, '14, BOS vs. IND",23,1,14,132,8,30,6,27,0,0,4,17,3,6,0,3,13,22,0.267,0.222,,9.4,1.6,1.2,0.2,2014,babbch01
Anthony Bennett,"Oct 30, '13, CLE vs. BRK",20,1,52,663,80,225,13,53,44,69,49,155,17,21,8,47,93,217,0.356,0.245,0.638,12.8,4.2,3.0,0.3,2014,bennean01
Vander Blue,"Jan 22, '14, BOS @ WAS",21,1,3,15,2,4,0,1,1,5,0,3,1,0,0,2,1,5,0.5,0.0,0.2,5.0,1.7,1.0,0.3,2014,blueva01
Lorenzo Brown,"Nov 20, '13, PHI vs. TOR",23,1,26,224,26,86,3,30,9,13,8,28,41,13,3,16,19,64,0.302,0.1,0.692,8.6,2.5,1.1,1.6,2014,brownlo01
Reggie Bullock,"Oct 29, '13, LAC @ LAL",22,1,43,395,43,121,22,73,7,9,11,54,12,9,1,13,26,115,0.355,0.301,0.778,9.2,2.7,1.3,0.3,2014,bullore01
Trey Burke,"Nov 20, '13, UTA @ NOP",21,1,70,2262,341,897,111,336,102,113,37,208,396,42,6,131,145,895,0.38,0.33,0.903,32.3,12.8,3.0,5.7,2014,burketr01
Dwight Buycks,"Nov 1, '13, TOR @ ATL",24,1,14,146,15,48,5,17,8,9,4,23,10,8,0,10,11,43,0.313,0.294,0.889,10.4,3.1,1.6,0.7,2014,buyckdw01
Nick Calathes,"Oct 30, '13, MEM @ SAS",24,1,71,1173,142,311,19,61,44,72,23,137,207,66,8,101,117,347,0.457,0.311,0.611,16.5,4.9,1.9,2.9,2014,calatni01
Kentavious Caldwell-Pope,"Oct 30, '13, DET vs. WAS",20,1,80,1583,182,460,59,185,47,61,38,156,55,75,12,28,145,470,0.396,0.319,0.77,19.8,5.9,2.0,0.7,2014,caldwke01
Isaiah Canaan,"Dec 25, '13, HOU @ SAS",22,1,22,252,31,87,18,55,21,29,7,24,22,8,4,21,25,101,0.356,0.327,0.724,11.5,4.6,1.1,1.0,2014,canaais01
Michael Carter-Williams,"Oct 30, '13, PHI vs. MIA",22,1,70,2414,427,1054,55,208,258,367,101,437,441,130,43,247,213,1167,0.405,0.264,0.703,34.5,16.7,6.2,6.3,2014,cartemi01
Dionte Christmas,"Nov 1, '13, PHO vs. UTA",27,1,31,198,22,62,9,31,18,24,13,38,8,2,3,6,19,71,0.355,0.29,0.75,6.4,2.3,1.2,0.3,2014,chrisdi01
Ian Clark,"Nov 1, '13, UTA @ PHO",22,1,23,172,26,67,11,31,5,7,3,19,15,8,2,14,24,68,0.388,0.355,0.714,7.5,3.0,0.8,0.7,2014,clarkia01
Robert Covington,"Jan 18, '14, HOU vs. MIL",23,1,7,34,6,14,4,11,0,0,2,5,0,2,0,1,3,16,0.429,0.364,,4.9,2.3,0.7,0.0,2014,covinro01
Allen Crabbe,"Nov 1, '13, POR @ DEN",21,1,15,100,12,33,6,14,3,4,1,9,6,2,1,3,10,33,0.364,0.429,0.75,6.7,2.2,0.6,0.4,2014,crabbal01
Seth Curry,"Jan 5, '14, MEM @ DET",23,1,2,13,1,3,1,1,0,0,0,1,0,2,0,0,0,3,0.333,1.0,,6.5,1.5,0.5,0.0,2014,curryse01
Troy Daniels,"Mar 5, '14, HOU @ ORL",22,1,5,75,15,31,12,25,0,0,0,4,5,0,0,3,6,42,0.484,0.48,,15.0,8.4,0.8,1.0,2014,danietr01
Gigi Datome,"Oct 30, '13, DET vs. WAS",26,1,34,238,34,97,7,39,8,10,14,46,11,6,1,11,20,83,0.351,0.179,0.8,7.0,2.4,1.4,0.3,2014,datomlu01
Brandon Davies,"Nov 2, '13, PHI vs. CHI",22,1,51,575,54,128,2,10,34,53,38,109,28,24,8,35,92,144,0.422,0.2,0.642,11.3,2.8,2.1,0.5,2014,daviebr01
Dewayne Dedmon,"Nov 18, '13, GSW @ UTA",24,1,31,390,38,83,0,0,21,32,38,127,5,7,22,18,66,97,0.458,,0.656,12.6,3.1,4.1,0.2,2014,dedmode01
Matthew Dellavedova,"Nov 2, '13, CLE @ IND",23,1,72,1271,122,296,57,155,38,48,29,123,187,33,5,60,121,339,0.412,0.368,0.792,17.7,4.7,1.7,2.6,2014,dellama01
Gorgui Dieng,"Nov 1, '13, MIN vs. OKC",24,1,60,818,113,227,1,1,59,93,103,300,39,30,50,54,108,286,0.498,1.0,0.634,13.6,4.8,5.0,0.7,2014,dienggo01
Shane Edwards,"Mar 16, '14, CLE @ LAC",26,1,2,12,1,3,0,0,0,0,1,2,0,0,0,1,1,2,0.333,,,6.0,1.0,1.0,0.0,2014,edwarsh01
Vítor Luiz Faverani,"Oct 30, '13, BOS @ TOR",25,1,37,488,64,147,12,40,24,37,42,128,16,14,27,41,74,164,0.435,0.3,0.649,13.2,4.4,3.5,0.4,2014,favervi01
Carrick Felix,"Nov 22, '13, CLE @ NOP",23,1,7,38,7,14,2,5,3,4,1,6,4,0,0,4,4,19,0.5,0.4,0.75,5.4,2.7,0.9,0.6,2014,felixca01
Jamaal Franklin,"Nov 6, '13, MEM vs. NOP",22,1,21,161,16,39,5,11,2,2,4,23,6,4,2,11,23,39,0.41,0.455,1.0,7.7,1.9,1.1,0.3,2014,frankja01
Rudy Gobert,"Oct 30, '13, UTA vs. OKC",21,1,45,434,36,74,0,0,32,65,51,155,7,8,41,32,57,104,0.486,,0.492,9.6,2.3,3.4,0.2,2014,goberru01
Archie Goodwin,"Oct 30, '13, PHO vs. POR",19,1,52,533,76,167,5,36,37,55,25,87,20,20,11,44,45,194,0.455,0.139,0.673,10.3,3.7,1.7,0.4,2014,goodwar01
Jorge Gutiérrez,"Mar 9, '14, BRK vs. SAC",25,1,15,244,25,54,3,12,9,12,3,22,30,10,1,14,37,62,0.463,0.25,0.75,16.3,4.1,1.5,2.0,2014,gutiejo01
Justin Hamilton,"Mar 8, '14, CHA @ MEM",23,1,8,72,9,20,3,9,5,5,4,7,0,5,0,4,8,26,0.45,0.333,1.0,9.0,3.3,0.9,0.0,2014,hamilju01
Tim Hardaway Jr.,"Oct 30, '13, NYK vs. MIL",21,1,81,1875,294,687,130,358,106,128,19,121,66,44,7,47,144,824,0.428,0.363,0.828,23.1,10.2,1.5,0.8,2014,hardati02
Elias Harris,"Oct 30, '13, LAL @ GSW",24,1,2,11,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0.0,,,5.5,0.0,0.5,0.5,2014,harriel01
Solomon Hill,"Oct 29, '13, IND vs. ORL",22,1,28,226,17,40,7,23,6,7,9,41,12,5,2,13,19,47,0.425,0.304,0.857,8.1,1.7,1.5,0.4,2014,hillso01
Scotty Hopson,"Apr 2, '14, CLE @ ORL",24,1,2,7,0,4,0,2,1,2,0,0,1,1,0,0,0,1,0.0,0.0,0.5,3.5,0.5,0.0,0.5,2014,hopsosc01
Robbie Hummel,"Nov 1, '13, MIN vs. OKC",24,1,53,655,67,177,32,89,15,16,35,132,23,16,2,10,57,181,0.379,0.36,0.938,12.4,3.4,2.5,0.4,2014,hummero01
Sergey Karasev,"Nov 2, '13, CLE @ IND",20,1,22,156,12,35,4,19,9,10,0,16,6,3,1,11,22,37,0.343,0.211,0.9,7.1,1.7,0.7,0.3,2014,karasse01
Ryan Kelly,"Nov 5, '13, LAL @ DAL",22,1,59,1312,157,371,48,142,110,135,42,219,95,32,45,47,147,472,0.423,0.338,0.815,22.2,8.0,3.7,1.6,2014,kellyry01
Ognjen Kuzmić,"Oct 30, '13, GSW vs. LAL",23,1,21,92,5,13,0,0,5,11,10,21,2,3,4,10,17,15,0.385,,0.455,4.4,0.7,1.0,0.1,2014,kuzmiog01
Shane Larkin,"Nov 18, '13, DAL vs. PHI",21,1,48,489,52,137,12,38,16,25,11,42,71,26,1,39,46,132,0.38,0.316,0.64,10.2,2.8,0.9,1.5,2014,larkish01
Ricky Ledo,"Nov 1, '13, DAL @ HOU",21,1,11,33,6,17,3,8,4,4,0,2,2,1,0,2,2,19,0.353,0.375,1.0,3.0,1.7,0.2,0.2,2014,ledori01
Alex Len,"Oct 30, '13, PHO vs. POR",20,1,42,362,33,78,0,0,20,31,39,99,4,4,18,26,68,86,0.423,,0.645,8.6,2.0,2.4,0.1,2014,lenal01
Ray McCallum,"Dec 6, '13, SAC vs. LAL",22,1,45,897,113,300,22,59,32,43,18,79,120,22,9,39,69,280,0.377,0.373,0.744,19.9,6.2,1.8,2.7,2014,mccalra01
CJ McCollum,"Jan 8, '14, POR vs. ORL",22,1,38,476,74,178,30,80,23,34,7,48,27,14,2,35,53,201,0.416,0.375,0.676,12.5,5.3,1.3,0.7,2014,mccolcj01
Ben McLemore,"Oct 30, '13, SAC vs. DEN",20,1,82,2187,255,679,95,297,115,143,53,235,82,45,18,96,201,720,0.376,0.32,0.804,26.7,8.8,2.9,1.0,2014,mclembe01
Gal Mekel,"Oct 30, '13, DAL vs. ATL",25,1,31,292,30,86,5,20,8,12,5,27,63,4,1,31,31,73,0.349,0.25,0.667,9.4,2.4,0.9,2.0,2014,mekelga01
Tony Mitchell,"Oct 30, '13, DET vs. WAS",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,0.417,1.0,0.579,3.8,1.0,1.2,0.1,2014,mitchto02
Tony Mitchell,"Mar 5, '14, MIL vs. SAC",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0.0,,3.3,2.0,0.3,0.3,2014,mitchto03
Shabazz Muhammad,"Nov 1, '13, MIN vs. OKC",21,1,37,290,57,124,3,11,26,40,24,53,6,8,1,16,24,143,0.46,0.273,0.65,7.8,3.9,1.4,0.2,2014,muhamsh01
Erik Murphy,"Nov 6, '13, CHI @ IND",23,1,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,0.231,0.0,,2.6,0.3,0.3,0.1,2014,murpher01
Toure' Murry,"Nov 8, '13, NYK @ CHA",24,1,51,373,56,129,5,12,23,39,13,44,49,19,1,34,46,140,0.434,0.417,0.59,7.3,2.7,0.9,1.0,2014,murryto01
Mike Muscala,"Mar 2, '14, ATL @ PHO",22,1,20,215,31,73,0,3,14,14,17,52,7,3,10,12,29,76,0.425,0.0,1.0,10.8,3.8,2.6,0.4,2014,muscami01
Nemanja Nedović,"Oct 30, '13, GSW vs. LAL",22,1,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,0.205,0.167,0.875,5.9,1.1,0.6,0.5,2014,nedovne01
James Nunnally,"Jan 16, '14, ATL vs. BRK",23,1,13,165,15,46,8,25,6,9,1,19,8,6,2,7,11,44,0.326,0.32,0.667,12.7,3.4,1.5,0.6,2014,nunnaja01
Victor Oladipo,"Oct 29, '13, ORL @ IND",21,1,80,2487,392,936,74,226,248,318,43,329,327,129,37,256,210,1106,0.419,0.327,0.78,31.1,13.8,4.1,4.1,2014,oladivi01
Kelly Olynyk,"Oct 30, '13, BOS @ TOR",22,1,70,1400,234,502,40,114,99,122,140,365,109,35,27,106,227,607,0.466,0.351,0.811,20.0,8.7,5.2,1.6,2014,olynyke01
Arinze Onuaku,"Oct 30, '13, NOP vs. IND",26,1,5,30,1,5,0,0,1,2,2,8,3,0,0,1,3,3,0.2,,0.5,6.0,0.6,1.6,0.6,2014,onuakar01
Mason Plumlee,"Nov 3, '13, BRK @ ORL",23,1,70,1275,199,302,0,3,122,195,99,308,60,49,55,77,171,520,0.659,0.0,0.626,18.2,7.4,4.4,0.9,2014,plumlma01
Otto Porter Jr.,"Dec 6, '13, WAS vs. MIL",20,1,37,319,33,91,4,21,8,12,21,57,10,8,1,14,26,78,0.363,0.19,0.667,8.6,2.1,1.5,0.3,2014,porteot01
Phil Pressey,"Oct 30, '13, BOS @ TOR",22,1,75,1132,78,253,28,106,29,45,20,105,241,68,5,87,97,213,0.308,0.264,0.644,15.1,2.8,1.4,3.2,2014,pressph01
Miroslav Raduljica,"Nov 12, '13, MIL @ MIA",26,1,48,465,68,126,0,0,45,55,54,108,23,7,13,28,84,181,0.54,,0.818,9.7,3.8,2.3,0.5,2014,radulmi01
Glen Rice Jr.,"Nov 12, '13, WAS @ DAL",23,1,11,109,11,37,5,17,5,7,4,20,7,6,1,9,7,32,0.297,0.294,0.714,9.9,2.9,1.8,0.6,2014,ricegl02
Andre Roberson,"Nov 1, '13, OKC @ MIN",22,1,40,399,33,68,2,13,7,10,36,94,15,19,10,19,74,75,0.485,0.154,0.7,10.0,1.9,2.4,0.4,2014,roberan03
Dennis Schröder,"Oct 30, '13, ATL @ DAL",20,1,49,641,72,188,10,42,29,43,5,60,93,17,0,61,54,183,0.383,0.238,0.674,13.1,3.7,1.2,1.9,2014,schrode01
Peyton Siva,"Oct 30, '13, DET vs. WAS",23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,0.316,0.28,0.733,9.3,2.3,0.6,1.4,2014,sivape01
Chris Smith,"Dec 25, '13, NYK vs. OKC",26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,2014,smithch05
Tony Snell,"Oct 29, '13, CHI @ MIA",22,1,77,1231,129,336,57,178,31,41,19,124,68,29,15,44,84,346,0.384,0.32,0.756,16.0,4.5,1.6,0.9,2014,snellto01
James Southerland,"Nov 29, '13, CHA vs. MIL",23,1,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,0.333,0.5,0.5,7.5,3.5,2.0,0.0,2014,southja01
D.J. Stephens,"Mar 29, '14, MIL vs. MIA",23,1,3,15,3,7,0,0,1,1,1,5,0,0,0,0,0,7,0.429,,1.0,5.0,2.3,1.7,0.0,2014,stephdj01
Adonis Thomas,"Mar 1, '14, ORL @ MIA",20,1,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,0.429,0.2,1.0,6.2,2.3,0.5,0.5,2014,thomaad01
Hollis Thompson,"Nov 1, '13, PHI @ WAS",22,1,77,1742,171,372,67,167,52,73,73,247,73,53,12,60,144,461,0.46,0.401,0.712,22.6,6.0,3.2,0.9,2014,thompho01
Casper Ware,"Mar 24, '14, PHI @ SAS",24,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,0.429,0.333,0.833,12.9,5.3,1.0,1.1,2014,wareca01
Royce White,"Mar 21, '14, SAC vs. SAS",22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,,,3.0,0.0,0.0,0.0,2014,whitero03
Jeff Withey,"Nov 1, '13, NOP @ ORL",23,1,58,684,69,129,0,1,52,73,49,150,26,15,50,20,73,190,0.535,0.0,0.712,11.8,3.3,2.6,0.4,2014,witheje01
Nate Wolters,"Oct 30, '13, MIL @ NYK",22,1,58,1309,170,389,18,62,59,90,33,149,187,35,15,57,67,417,0.437,0.29,0.656,22.6,7.2,2.6,3.2,2014,woltena01
Cody Zeller,"Oct 30, '13, CHA @ HOU",21,1,82,1416,172,404,0,1,146,200,118,353,92,40,41,87,170,490,0.426,0.0,0.73,17.3,6.0,4.3,1.1,2014,zelleco01
Jordan Adams,"Nov 3, '14, MEM vs. NOP",20,1,30,248,35,86,10,25,14,23,9,28,16,16,7,14,24,94,0.407,0.4,0.609,8.3,3.1,0.9,0.5,2015,adamsjo01
Furkan Aldemir,"Dec 15, '14, PHI vs. BOS",23,1,41,540,40,78,0,5,13,27,78,176,28,17,16,17,96,93,0.513,0.0,0.481,13.2,2.3,4.3,0.7,2015,aldemfu01
Kyle Anderson,"Nov 6, '14, SAS @ HOU",21,1,33,358,31,89,3,11,9,14,5,72,28,15,7,10,28,74,0.348,0.273,0.643,10.8,2.2,2.2,0.8,2015,anderky01
Cameron Bairstow,"Oct 29, '14, CHI @ NYK",24,1,18,64,3,14,0,0,4,5,6,8,1,2,1,3,8,10,0.214,,0.8,3.6,0.6,0.4,0.1,2015,bairsca01
Jerrelle Benimon,"Mar 10, '15, UTA vs. NYK",23,1,2,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,,,,1.5,0.0,1.5,0.0,2015,benimje01
Sim Bhullar,"Apr 7, '15, SAC vs. MIN",22,1,3,3,1,2,0,0,0,0,0,1,1,0,1,0,0,2,0.5,,,1.0,0.7,0.3,0.3,2015,bhullsi01
Tarik Black,"Oct 28, '14, HOU @ LAL",23,1,63,1196,157,273,0,1,65,118,142,368,42,19,24,48,158,379,0.575,0.0,0.551,19.0,6.0,5.8,0.7,2015,blackta01
Bojan Bogdanović,"Oct 29, '14, BRK @ BOS",25,1,78,1854,261,576,91,256,87,106,50,213,68,34,9,78,104,700,0.453,0.355,0.821,23.8,9.0,2.7,0.9,2015,bogdabo02
Jabari Brown,"Mar 12, '15, LAL vs. NYK",22,1,19,568,70,170,23,62,64,85,3,36,40,12,2,32,33,227,0.412,0.371,0.753,29.9,11.9,1.9,2.1,2015,brownja01
Markel Brown,"Nov 22, '14, BRK @ SAS",23,1,47,781,76,210,17,64,47,57,16,107,39,31,12,27,57,216,0.362,0.266,0.825,16.6,4.6,2.3,0.8,2015,brownma02
Bruno Caboclo,"Nov 21, '14, TOR vs. MIL",19,1,8,23,4,12,2,3,0,0,1,2,0,0,1,4,3,10,0.333,0.667,,2.9,1.3,0.3,0.0,2015,cabocbr01
Clint Capela,"Nov 6, '14, HOU vs. SAS",20,1,12,90,14,29,0,0,4,23,10,36,2,1,9,5,14,32,0.483,,0.174,7.5,2.7,3.0,0.2,2015,capelca01
Will Cherry,"Nov 7, '14, CLE @ DEN",23,1,8,69,5,19,2,9,3,6,1,5,8,6,1,4,10,15,0.263,0.222,0.5,8.6,1.9,0.6,1.0,2015,cherrwi01
Patrick Christopher,"Dec 27, '14, UTA vs. PHI",26,1,4,29,3,12,0,4,0,0,2,6,0,1,0,1,6,6,0.25,0.0,,7.3,1.5,1.5,0.0,2015,chrispa01
Jordan Clarkson,"Oct 28, '14, LAL vs. HOU",22,1,59,1476,267,596,38,121,131,158,56,191,206,51,12,96,109,703,0.448,0.314,0.829,25.0,11.9,3.2,3.5,2015,clarkjo01
Jack Cooley,"Feb 27, '15, UTA @ DEN",23,1,16,87,9,22,0,0,9,21,10,25,1,6,3,3,23,27,0.409,,0.429,5.4,1.7,1.6,0.1,2015,cooleja01
Bryce Cotton,"Feb 27, '15, UTA @ DEN",22,1,15,159,29,69,7,20,15,18,3,18,15,4,0,12,6,80,0.42,0.35,0.833,10.6,5.3,1.2,1.0,2015,cottobr01
Andre Dawkins,"Nov 1, '14, MIA @ PHI",23,1,4,22,1,6,1,6,0,0,0,2,1,0,0,1,3,3,0.167,0.167,,5.5,0.8,0.5,0.3,2015,dawkian01
Spencer Dinwiddie,"Oct 29, '14, DET @ DEN",21,1,34,455,51,169,12,65,31,34,4,48,104,19,6,33,53,145,0.302,0.185,0.912,13.4,4.3,1.4,3.1,2015,dinwisp01
